Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent
T102515,CUST5795,13-04-2023 05:43,208.71,Travel,Debit Card,Mobile,Delhi,0,115,222.86,993,No,0
T102516,CUST9982,12-01-2024 14:19,1.54,Entertainment,Credit Card,Desktop,Bengaluru,0,94,300.78,1787,No,0
T102517,CUST1353,05-10-2023 07:40,51.83,Health,PayPal,POS,Hyderabad,0,150,338.92,1851,No,0
T102518,CUST2049,05-01-2024 10:49,93.11,Electronics,Debit Card,Mobile,Bengaluru,0,133,134.03,1134,No,0
T102519,CUST1125,29-07-2023 03:54,102.61,Utilities,NetBanking,Desktop,Mumbai,0,172,353.72,473,No,1
T102520,CUST9799,14-02-2023 21:27,94.35,Food,PayPal,Mobile,Pune,0,114,462.41,821,No,0
T102521,CUST8704,29-07-2023 14:17,11.55,Travel,UPI,Mobile,Delhi,0,9,381.38,1340,No,0
T102522,CUST1541,22-04-2023 00:51,28.46,Health,NetBanking,POS,Delhi,0,43,51.27,1337,No,1
T102523,CUST4822,09-10-2023 08:44,35.54,Health,Debit Card,Desktop,Kolkata,1,4,239.87,1994,No,1
T102524,CUST1584,24-05-2023 01:38,130.55,Travel,PayPal,Mobile,Chennai,0,170,223.28,520,No,0
T102525,CUST2076,30-08-2023 10:15,26.14,Grocery,NetBanking,POS,Hyderabad,0,65,174.89,1441,No,0
T102526,CUST8205,24-02-2023 03:35,18.93,Electronics,PayPal,POS,Hyderabad,0,98,250.75,1754,No,0
T102527,CUST2518,24-09-2023 14:08,252.56,Food,PayPal,Mobile,Chennai,0,169,225.42,1604,No,0
T102528,CUST1404,19-02-2023 20:29,0.71,Travel,PayPal,Mobile,Mumbai,0,192,13.02,624,No,0
T102529,CUST5751,22-03-2023 19:07,490.31,Utilities,Debit Card,POS,Hyderabad,0,55,125.91,437,No,0
T102530,CUST1719,20-07-2023 22:58,90.36,Food,NetBanking,Mobile,Delhi,0,146,114.75,356,No,0
T102531,CUST4491,07-11-2023 00:06,141.04,Fashion,Credit Card,Mobile,Mumbai,0,144,181.14,971,No,1
T102532,CUST1096,20-02-2023 00:42,27.92,Health,Credit Card,Desktop,Bengaluru,0,87,95.48,978,No,0
T102533,CUST1626,04-04-2023 13:41,1.15,Health,Debit Card,POS,Bengaluru,0,174,43.22,1229,No,0
T102534,CUST1835,08-04-2023 17:19,107.11,Travel,Debit Card,Mobile,Mumbai,0,164,106.34,1574,No,0
T102535,CUST5639,16-01-2024 15:27,143.73,Travel,PayPal,POS,Delhi,0,90,428.55,1843,No,0
T102536,CUST4194,20-08-2023 18:38,107.91,Utilities,NetBanking,Desktop,Kolkata,1,194,400.55,412,No,0
T102537,CUST2920,13-02-2024 04:06,12.33,Fashion,NetBanking,POS,Bengaluru,0,44,226.63,1043,No,0
T102538,CUST6034,12-02-2023 00:34,112.01,Grocery,UPI,POS,Pune,0,5,440.13,1311,No,0
T102539,CUST7400,11-01-2023 21:03,117.2,Travel,UPI,POS,Delhi,0,29,124.01,376,No,0
T102540,CUST3819,07-11-2023 08:20,85.96,Health,Credit Card,Desktop,Chennai,0,126,296.26,301,No,0
T102541,CUST4061,17-06-2023 18:12,116.23,Food,UPI,Desktop,Hyderabad,0,4,80.03,1314,No,0
T102542,CUST3894,08-01-2024 11:22,149.62,Electronics,UPI,POS,Kolkata,0,99,418.37,425,No,0
T102543,CUST8780,18-08-2023 02:02,76.07,Entertainment,Credit Card,POS,Kolkata,0,49,73.98,1745,No,0
T102544,CUST1019,03-01-2024 09:27,7.42,Food,Credit Card,Desktop,Mumbai,0,85,25.61,183,No,0
T102545,CUST2482,15-01-2023 18:42,53.5,Grocery,UPI,Mobile,Hyderabad,0,136,143.99,1580,Yes,0
T102546,CUST6368,07-04-2023 00:53,6.47,Electronics,NetBanking,Desktop,Chennai,0,122,451.46,1120,No,0
T102547,CUST1947,27-02-2023 02:26,41.88,Food,UPI,POS,Bengaluru,0,180,73.43,870,No,0
T102548,CUST7111,12-05-2023 09:40,41.82,Food,PayPal,Mobile,Kolkata,0,116,172.03,1752,Yes,0
T102549,CUST1960,22-03-2023 02:43,5.46,Fashion,PayPal,Mobile,Pune,0,197,165.04,377,No,0
T102550,CUST7998,22-03-2023 07:41,34.32,Entertainment,PayPal,Mobile,Delhi,0,149,402.81,1988,No,0
T102551,CUST4163,13-07-2023 12:32,9.41,Utilities,Debit Card,Desktop,Kolkata,1,155,216.55,1116,No,0
T102552,CUST8439,08-03-2023 12:35,132.12,Grocery,PayPal,Desktop,Kolkata,0,166,309.67,385,No,0
T102553,CUST3614,02-11-2023 06:48,236.04,Health,NetBanking,Desktop,Delhi,0,133,208.15,1334,No,0
T102554,CUST7806,27-06-2023 00:58,6.01,Fashion,Debit Card,Desktop,Chennai,0,85,280.21,1094,No,0
T102555,CUST9681,24-08-2023 11:59,248.29,Electronics,Debit Card,POS,Mumbai,0,61,40.6,1593,Yes,1
T102556,CUST3623,28-08-2023 17:39,59.15,Entertainment,PayPal,Mobile,Kolkata,0,136,193.27,396,No,0
T102557,CUST7060,23-02-2023 23:58,28.48,Health,UPI,POS,Kolkata,1,86,429,1044,No,1
T102558,CUST5379,07-05-2023 09:57,6.4,Fashion,Credit Card,Desktop,Hyderabad,0,18,348.62,306,No,0
T102559,CUST3647,23-01-2024 05:32,55.55,Entertainment,UPI,Desktop,Pune,0,132,491.1,250,No,0
T102560,CUST2708,05-01-2024 17:47,126.59,Utilities,UPI,POS,Bengaluru,0,4,396.08,1782,No,0
T102561,CUST9105,03-07-2023 20:30,98.23,Grocery,Debit Card,Mobile,Mumbai,0,165,231.24,1787,No,0
T102562,CUST9987,11-09-2023 15:46,4.12,Travel,Debit Card,Mobile,Pune,0,127,341.38,90,No,0
T102563,CUST4728,10-07-2023 19:46,6.06,Utilities,Debit Card,Desktop,Pune,0,143,390.2,1156,No,0
T102564,CUST9257,19-03-2023 05:11,41.25,Travel,NetBanking,Desktop,Chennai,0,166,142.14,1238,No,0
T102565,CUST9806,19-06-2023 09:13,28,Electronics,NetBanking,Desktop,Chennai,0,155,39.41,1960,No,0
T102566,CUST7964,30-07-2023 14:04,21.16,Travel,Credit Card,Desktop,Delhi,0,48,208.87,1200,No,0
T102567,CUST5759,17-03-2023 14:00,26.39,Fashion,Debit Card,Mobile,Bengaluru,1,46,80.89,104,No,1
T102568,CUST8376,24-05-2023 13:05,130.16,Electronics,PayPal,POS,Mumbai,0,46,145.85,502,No,0
T102569,CUST8739,11-05-2023 15:31,211.86,Health,Debit Card,Mobile,Delhi,0,48,473.95,1054,No,0
T102570,CUST2076,16-01-2024 15:25,41.55,Utilities,NetBanking,POS,Kolkata,0,187,425.07,445,No,0
T102571,CUST2108,27-10-2023 09:03,189.25,Utilities,Debit Card,Desktop,Bengaluru,0,120,300.31,1522,No,0
T102572,CUST6454,10-03-2023 08:41,31.03,Grocery,NetBanking,Desktop,Hyderabad,0,132,206.62,1418,No,0
T102573,CUST7930,26-09-2023 11:10,51.77,Electronics,Debit Card,POS,Hyderabad,0,19,139.52,1898,No,0
T102574,CUST8883,18-03-2023 22:34,20.5,Health,PayPal,Desktop,Delhi,0,185,290.01,1727,No,0
T102575,CUST8006,06-02-2023 17:22,81.84,Utilities,Credit Card,Mobile,Mumbai,0,19,271.25,46,No,0
T102576,CUST5258,13-12-2023 02:56,308.99,Electronics,PayPal,Desktop,Bengaluru,0,42,392.58,1563,No,0
T102577,CUST1201,19-12-2023 07:12,74,Food,NetBanking,Desktop,Hyderabad,0,92,464.73,1808,No,0
T102578,CUST1159,19-01-2023 11:11,35.43,Food,UPI,Desktop,Hyderabad,0,5,171.18,1492,No,0
T102579,CUST5383,10-06-2023 08:53,83.49,Electronics,PayPal,Desktop,Mumbai,0,48,111.09,1932,No,0
T102580,CUST9147,02-10-2023 08:26,10.49,Utilities,Debit Card,Mobile,Delhi,0,153,207.37,1584,No,0
T102581,CUST8645,21-01-2023 02:43,175.61,Entertainment,Credit Card,POS,Chennai,0,195,224.4,1895,No,0
T102582,CUST8266,08-04-2023 07:09,55.95,Travel,Debit Card,Desktop,Kolkata,0,26,29.54,1991,No,0
T102583,CUST3752,17-09-2023 21:02,47.73,Food,Debit Card,Desktop,Pune,0,74,432.23,1112,No,0
T102584,CUST8952,20-07-2023 12:59,70.53,Entertainment,PayPal,Mobile,Kolkata,0,190,497.84,1766,No,0
T102585,CUST4829,24-01-2024 12:03,78.42,Entertainment,Credit Card,Mobile,Bengaluru,0,109,462.37,1168,No,0
T102586,CUST4507,16-10-2023 16:45,5.96,Grocery,UPI,Mobile,Hyderabad,0,135,431.73,232,No,0
T102587,CUST6051,25-07-2023 02:16,91.81,Health,Debit Card,Desktop,Pune,0,172,496.37,1859,No,0
T102588,CUST4069,19-04-2023 23:54,22.16,Fashion,Credit Card,POS,Pune,0,87,454.83,1596,No,0
T102589,CUST9032,08-01-2024 09:04,100.13,Food,UPI,Mobile,Chennai,0,155,347.3,1247,No,0
T102590,CUST2641,13-09-2023 20:16,138.32,Electronics,Debit Card,Mobile,Pune,0,170,91.71,501,No,0
T102591,CUST9460,04-08-2023 08:19,130.35,Travel,Credit Card,Mobile,Mumbai,0,73,86.61,1159,No,0
T102592,CUST5677,30-08-2023 18:04,64.33,Fashion,PayPal,POS,Delhi,0,56,33.9,908,No,0
T102593,CUST6356,29-01-2023 18:51,58.75,Health,Debit Card,Desktop,Bengaluru,0,131,211.8,994,No,0
T102594,CUST8960,23-11-2023 12:01,12.33,Entertainment,Debit Card,Desktop,Mumbai,0,126,406.32,847,No,0
T102595,CUST5147,13-05-2023 10:57,119.46,Health,Credit Card,Desktop,Delhi,0,141,250.25,1179,Yes,1
T102596,CUST8984,06-01-2024 16:35,25.33,Utilities,Debit Card,Mobile,Mumbai,0,198,189.5,443,No,0
T102597,CUST7694,10-06-2023 19:57,54.92,Food,UPI,Desktop,Hyderabad,0,59,63.53,1668,No,0
T102598,CUST5665,10-09-2023 23:00,26.76,Health,Debit Card,Mobile,Hyderabad,0,38,35.36,1728,No,0
T102599,CUST8392,19-02-2023 14:04,11.49,Health,NetBanking,POS,Chennai,0,85,205.6,1563,No,0
T102600,CUST3613,24-09-2023 17:19,79.44,Travel,UPI,POS,Mumbai,0,83,58.96,530,No,0
T102601,CUST4250,23-01-2023 07:40,4.47,Utilities,Credit Card,Desktop,Kolkata,0,196,60.74,1880,No,0
T102602,CUST3235,15-01-2024 08:36,110.47,Utilities,UPI,Mobile,Pune,0,86,203.72,150,No,0
T102603,CUST9884,27-05-2023 07:32,30.57,Entertainment,NetBanking,Mobile,Hyderabad,0,197,256.39,1805,No,0
T102604,CUST3818,25-03-2023 10:57,0.01,Travel,NetBanking,Desktop,Delhi,0,1,101.47,1966,Yes,0
T102605,CUST2384,30-12-2023 19:21,57.25,Travel,Debit Card,POS,Chennai,0,178,345.47,636,No,0
T102606,CUST1939,26-12-2023 17:00,3.84,Electronics,Debit Card,POS,Pune,0,137,215.16,1261,No,0
T102607,CUST8401,22-01-2024 02:05,25.86,Health,PayPal,POS,Bengaluru,1,128,55.04,1714,No,1
T102608,CUST7687,21-01-2023 12:04,98.2,Health,UPI,POS,Mumbai,0,53,322.15,379,No,0
T102609,CUST6871,18-01-2024 00:06,5.18,Utilities,PayPal,POS,Kolkata,0,88,184.9,849,No,0
T102610,CUST9868,25-03-2023 16:15,146.28,Health,NetBanking,Desktop,Hyderabad,0,138,35.64,1246,No,0
T102611,CUST1029,31-12-2023 19:10,0.31,Grocery,Debit Card,Desktop,Kolkata,0,84,474.51,683,No,0
T102612,CUST7792,30-03-2023 05:50,22.68,Travel,Debit Card,Desktop,Pune,0,77,289.89,813,No,0
T102613,CUST1028,13-11-2023 17:41,108.04,Fashion,Debit Card,POS,Delhi,1,29,244.08,1876,No,0
T102614,CUST1209,07-09-2023 15:45,30.42,Utilities,Credit Card,POS,Mumbai,0,36,430.98,1446,No,0
T102615,CUST4157,17-02-2023 09:43,8.6,Food,NetBanking,Desktop,Kolkata,0,27,469,526,No,0
T102616,CUST1233,01-04-2023 13:59,35.73,Utilities,Debit Card,Desktop,Delhi,0,146,117.96,421,No,0
T102617,CUST7398,16-02-2023 17:44,25.22,Entertainment,NetBanking,POS,Chennai,0,18,406.97,1766,No,0
T102618,CUST3419,16-10-2023 22:12,147.97,Fashion,Debit Card,Mobile,Hyderabad,0,118,417.23,1727,No,0
T102619,CUST3350,29-12-2023 11:35,30.07,Entertainment,UPI,Desktop,Hyderabad,0,137,36.66,1162,No,0
T102620,CUST2503,28-01-2024 09:02,124.45,Electronics,NetBanking,POS,Chennai,0,67,358.85,958,No,0
T102621,CUST2772,15-02-2024 07:50,177.96,Electronics,PayPal,POS,Delhi,0,135,40.85,499,No,0
T102622,CUST8819,08-06-2023 08:20,45.51,Entertainment,Credit Card,Desktop,Kolkata,0,58,301.39,379,No,0
T102623,CUST2521,13-10-2023 06:00,192.59,Health,PayPal,Mobile,Mumbai,0,30,337.93,804,No,0
T102624,CUST9708,17-12-2023 13:58,37.9,Fashion,NetBanking,POS,Delhi,0,73,189.86,1775,No,0
T102625,CUST7829,23-11-2023 19:59,266.11,Health,Debit Card,Desktop,Mumbai,0,123,441.59,178,No,0
T102626,CUST5000,05-01-2024 12:37,7.48,Utilities,NetBanking,POS,Pune,0,189,402.25,285,No,0
T102627,CUST4904,04-02-2024 06:02,92.93,Grocery,Credit Card,POS,Chennai,0,82,463.72,1442,No,0
T102628,CUST7283,10-02-2023 22:15,54.47,Electronics,NetBanking,POS,Bengaluru,0,17,164.3,1252,Yes,0
T102629,CUST5672,18-05-2023 03:54,39.24,Electronics,Debit Card,POS,Mumbai,0,181,20.55,1961,No,0
T102630,CUST5075,02-09-2023 08:57,80.13,Fashion,PayPal,Mobile,Hyderabad,0,134,407.62,1496,No,0
T102631,CUST8450,18-10-2023 00:58,97.35,Electronics,UPI,Desktop,Pune,0,39,119.26,1902,No,0
T102632,CUST7883,18-01-2023 23:06,0.35,Grocery,PayPal,Desktop,Hyderabad,0,153,238.91,1239,No,0
T102633,CUST1686,16-06-2023 09:08,14.61,Grocery,Debit Card,Desktop,Pune,1,170,410.49,373,No,0
T102634,CUST2029,16-03-2023 08:54,99.87,Grocery,Debit Card,Desktop,Hyderabad,1,170,115.91,706,No,0
T102635,CUST5511,21-12-2023 18:14,87.82,Food,Credit Card,Desktop,Delhi,0,59,162.84,137,No,0
T102636,CUST7723,07-02-2023 13:42,270.62,Grocery,NetBanking,Mobile,Kolkata,0,102,225.15,624,No,0
T102637,CUST7322,31-01-2023 14:56,114.52,Grocery,NetBanking,POS,Delhi,0,38,143.19,1866,No,0
T102638,CUST2300,06-11-2023 02:33,240.9,Food,PayPal,POS,Delhi,0,159,236.05,1133,No,1
T102639,CUST5952,17-07-2023 13:52,97,Health,UPI,Desktop,Kolkata,0,157,14.7,1306,No,0
T102640,CUST2511,14-07-2023 10:20,28.31,Utilities,UPI,POS,Pune,0,104,113.97,54,No,0
T102641,CUST9174,04-08-2023 05:13,8.91,Travel,Credit Card,POS,Pune,0,9,417.95,312,No,0
T102642,CUST6986,19-11-2023 14:51,121.8,Electronics,Debit Card,POS,Kolkata,1,1,212.61,1616,No,0
T102643,CUST2725,08-10-2023 07:44,82.66,Grocery,Credit Card,Desktop,Hyderabad,0,102,321.84,916,No,0
T102644,CUST5315,03-07-2023 00:39,3.95,Electronics,NetBanking,Desktop,Mumbai,0,87,123.82,967,No,1
T102645,CUST9708,17-09-2023 02:50,35.71,Fashion,Debit Card,Mobile,Pune,0,123,328.44,649,No,0
T102646,CUST6493,07-11-2023 10:24,251.35,Electronics,Credit Card,Desktop,Hyderabad,0,47,499.99,267,No,0
T102647,CUST5635,01-08-2023 00:34,55.52,Entertainment,PayPal,Mobile,Mumbai,0,76,301.69,967,No,0
T102648,CUST6069,06-03-2023 07:20,45.35,Health,NetBanking,Desktop,Kolkata,1,10,317.9,345,No,0
T102649,CUST2540,26-06-2023 03:21,48.95,Utilities,UPI,POS,Delhi,0,144,64.64,869,No,0
T102650,CUST4460,05-10-2023 11:46,18.74,Food,Credit Card,Mobile,Pune,0,175,207.66,492,No,0
T102651,CUST3937,20-12-2023 23:30,36.8,Electronics,NetBanking,Mobile,Bengaluru,0,43,431.76,1751,No,0
T102652,CUST5481,03-05-2023 15:13,36.94,Electronics,NetBanking,Mobile,Delhi,0,152,418.79,621,No,0
T102653,CUST8399,23-04-2023 18:19,4.3,Electronics,UPI,Desktop,Chennai,0,136,265.98,869,No,0
T102654,CUST2985,25-05-2023 03:26,116.73,Travel,UPI,Mobile,Mumbai,1,75,452.69,1025,No,1
T102655,CUST2293,13-01-2024 00:49,43.1,Travel,UPI,Desktop,Bengaluru,0,105,80.04,1661,No,0
T102656,CUST2699,05-04-2023 06:39,138.16,Fashion,Credit Card,Mobile,Delhi,0,26,332.51,1435,Yes,0
T102657,CUST8745,15-06-2023 03:10,151.96,Food,UPI,Desktop,Pune,1,7,131.95,1518,No,0
T102658,CUST5631,25-10-2023 09:03,19.06,Electronics,PayPal,Mobile,Bengaluru,0,79,326.33,179,No,0
T102659,CUST6814,25-08-2023 05:00,85.68,Electronics,NetBanking,POS,Hyderabad,0,15,52.83,381,No,0
T102660,CUST4969,30-06-2023 06:55,51.14,Electronics,UPI,POS,Mumbai,1,176,472.37,471,No,0
T102661,CUST5724,31-08-2023 14:02,169.73,Electronics,NetBanking,Mobile,Chennai,0,131,395.3,424,No,0
T102662,CUST9790,18-06-2023 01:15,19.44,Travel,Debit Card,Desktop,Hyderabad,0,144,108.47,1418,No,0
T102663,CUST1571,23-12-2023 11:33,90.61,Health,Debit Card,Desktop,Bengaluru,0,89,322.27,35,No,0
T102664,CUST9586,31-08-2023 04:32,74.87,Health,UPI,Desktop,Delhi,0,97,381.98,563,No,0
T102665,CUST3155,05-08-2023 22:47,28,Fashion,NetBanking,POS,Mumbai,0,142,112.63,249,No,0
T102666,CUST4215,15-05-2023 15:43,11.75,Entertainment,Debit Card,POS,Pune,0,3,55.73,900,No,0
T102667,CUST6813,08-06-2023 22:55,84.36,Grocery,UPI,POS,Chennai,0,73,182.37,41,No,0
T102668,CUST2694,02-01-2024 06:23,107.34,Food,NetBanking,Desktop,Delhi,0,198,76.52,824,No,0
T102669,CUST9505,14-09-2023 21:22,30.34,Health,UPI,Desktop,Chennai,0,31,287.2,1438,No,0
T102670,CUST9889,11-11-2023 12:55,82.81,Entertainment,NetBanking,Desktop,Pune,0,119,217.82,733,No,0
T102671,CUST6347,29-12-2023 15:46,40.22,Utilities,Debit Card,Mobile,Kolkata,0,75,236.59,487,No,0
T102672,CUST4978,07-06-2023 18:31,99.92,Utilities,UPI,Mobile,Mumbai,0,17,276,254,No,0
T102673,CUST3207,29-07-2023 05:27,17.77,Electronics,Debit Card,Mobile,Bengaluru,0,177,491.21,365,No,1
T102674,CUST6368,12-01-2023 13:44,176.74,Utilities,UPI,POS,Chennai,0,3,398.39,196,No,0
T102675,CUST2526,19-01-2023 16:13,27.11,Health,Credit Card,POS,Mumbai,0,123,318.44,1369,No,0
T102676,CUST9792,13-04-2023 21:52,36.68,Fashion,Debit Card,Desktop,Chennai,0,55,188.22,1169,No,0
T102677,CUST7730,08-04-2023 12:14,4.79,Grocery,Debit Card,Mobile,Delhi,0,111,23.26,1891,No,0
T102678,CUST2842,19-09-2023 06:51,9.46,Health,PayPal,Desktop,Chennai,0,100,67.1,1974,No,0
T102679,CUST4456,11-11-2023 02:09,58.03,Fashion,Debit Card,Mobile,Kolkata,0,40,368.12,527,No,0
T102680,CUST3042,10-02-2023 21:41,24.91,Utilities,NetBanking,Mobile,Delhi,1,122,190.91,177,No,1
T102681,CUST9237,02-09-2023 20:25,144.38,Travel,UPI,Desktop,Delhi,0,194,173.87,65,No,0
T102682,CUST5535,02-01-2023 22:53,1.18,Grocery,Credit Card,Desktop,Mumbai,1,40,445.6,1460,No,0
T102683,CUST5928,10-11-2023 22:54,38.13,Fashion,NetBanking,Mobile,Hyderabad,0,30,247.41,1438,No,0
T102684,CUST6288,26-02-2023 09:57,32.92,Entertainment,NetBanking,Mobile,Pune,0,25,450.79,1810,Yes,1
T102685,CUST2261,02-05-2023 06:18,1.56,Health,NetBanking,POS,Chennai,0,7,444.45,1019,No,0
T102686,CUST8373,05-08-2023 13:59,10.62,Travel,NetBanking,Desktop,Bengaluru,0,92,49.29,1464,No,0
T102687,CUST6640,03-06-2023 13:35,42.71,Entertainment,Credit Card,Desktop,Delhi,0,105,473.23,337,No,0
T102688,CUST6543,01-01-2023 18:05,54.32,Fashion,PayPal,Desktop,Hyderabad,0,178,47.71,671,No,0
T102689,CUST9285,31-08-2023 01:45,41.44,Fashion,Debit Card,Desktop,Delhi,0,123,482.12,269,No,0
T102690,CUST1518,20-12-2023 01:33,60.56,Utilities,NetBanking,Mobile,Hyderabad,0,81,231.78,946,Yes,0
T102691,CUST2152,20-08-2023 06:59,72.34,Entertainment,Debit Card,POS,Hyderabad,0,96,382.82,934,No,0
T102692,CUST1642,10-07-2023 02:43,0.8,Health,Debit Card,Desktop,Bengaluru,0,1,356.01,1420,No,0
T102693,CUST9611,29-09-2023 07:42,49.9,Grocery,NetBanking,Mobile,Hyderabad,0,91,264.06,885,No,0
T102694,CUST6880,26-10-2023 16:42,264.83,Travel,PayPal,Mobile,Bengaluru,0,172,313.53,333,No,0
T102695,CUST6537,11-07-2023 14:06,58.56,Utilities,Debit Card,Mobile,Mumbai,0,177,475.46,646,No,0
T102696,CUST9835,13-07-2023 23:20,90.54,Electronics,UPI,Mobile,Delhi,1,7,464.4,1220,No,1
T102697,CUST9322,13-10-2023 09:56,29.9,Food,Debit Card,Mobile,Bengaluru,0,120,330.62,583,No,0
T102698,CUST1198,31-07-2023 14:26,118.97,Grocery,NetBanking,Desktop,Pune,0,131,332.28,795,No,0
T102699,CUST9996,10-05-2023 15:40,118.6,Utilities,Credit Card,Desktop,Kolkata,0,94,131,1915,No,0
T102700,CUST9847,31-01-2024 12:19,58.93,Travel,Debit Card,POS,Delhi,0,129,416.03,1354,No,0
T102701,CUST3034,23-01-2024 11:09,298.42,Entertainment,PayPal,Desktop,Kolkata,0,179,319.98,927,No,0
T102702,CUST5131,07-11-2023 13:17,10.73,Fashion,UPI,Mobile,Pune,0,98,414.86,1001,No,0
T102703,CUST7461,25-11-2023 06:50,1.37,Entertainment,UPI,POS,Chennai,0,166,332.35,1258,No,0
T102704,CUST2535,18-04-2023 06:17,117.63,Utilities,Credit Card,Mobile,Pune,0,43,156.67,224,No,0
T102705,CUST8499,07-08-2023 13:30,131.67,Travel,Credit Card,Mobile,Mumbai,0,183,102.85,1224,No,0
T102706,CUST7196,23-05-2023 01:00,10.25,Entertainment,Debit Card,Desktop,Chennai,0,185,47.71,1815,No,0
T102707,CUST1358,15-12-2023 13:57,24.69,Entertainment,NetBanking,Mobile,Chennai,0,53,297.14,1669,No,0
T102708,CUST6178,31-12-2023 17:22,1.42,Food,PayPal,Desktop,Hyderabad,0,161,149.19,1928,No,0
T102709,CUST4034,01-06-2023 12:53,27.77,Health,UPI,Mobile,Pune,0,190,318.95,1455,No,0
T102710,CUST4029,07-07-2023 09:47,118.67,Utilities,Credit Card,POS,Hyderabad,0,102,38.74,1092,No,0
T102711,CUST4750,17-03-2023 15:13,58.38,Food,PayPal,Mobile,Pune,1,139,194.07,1801,No,0
T102712,CUST4333,03-01-2023 01:03,34.23,Utilities,NetBanking,Desktop,Chennai,0,180,137.67,675,No,1
T102713,CUST6553,27-12-2023 13:19,37.18,Electronics,UPI,Mobile,Hyderabad,0,1,191.46,281,No,0
T102714,CUST9869,14-06-2023 14:27,0.11,Electronics,UPI,Desktop,Kolkata,0,14,36.6,1735,No,0
T102715,CUST1410,29-11-2023 15:06,28.51,Food,NetBanking,Desktop,Delhi,0,122,364.85,1336,No,0
T102716,CUST4585,09-05-2023 15:21,83.18,Grocery,UPI,POS,Pune,0,21,67.18,236,No,0
T102717,CUST2805,05-09-2023 10:05,292.57,Grocery,NetBanking,Desktop,Pune,0,34,17.06,529,No,0
T102718,CUST2872,01-10-2023 08:59,150.22,Entertainment,UPI,POS,Hyderabad,1,105,473.68,1196,No,1
T102719,CUST7491,31-12-2023 18:15,1.91,Entertainment,Debit Card,POS,Pune,0,14,104.51,48,No,0
T102720,CUST6804,04-10-2023 20:17,183.06,Fashion,NetBanking,Mobile,Chennai,0,168,415.75,1755,No,0
T102721,CUST5593,21-10-2023 11:30,122.3,Electronics,PayPal,POS,Hyderabad,0,122,482.59,1629,No,0
T102722,CUST5137,10-11-2023 18:42,121.27,Utilities,Debit Card,Desktop,Hyderabad,0,163,271.72,1795,No,0
T102723,CUST4919,05-09-2023 21:06,49,Fashion,PayPal,Desktop,Bengaluru,0,170,267.8,848,No,0
T102724,CUST9036,14-05-2023 12:24,40.6,Electronics,UPI,POS,Kolkata,0,82,190.03,716,No,0
T102725,CUST4337,14-11-2023 22:31,28.87,Food,PayPal,Mobile,Kolkata,0,148,218.54,1878,No,0
T102726,CUST7569,12-01-2023 12:07,5.44,Grocery,Debit Card,POS,Bengaluru,0,60,246.22,49,No,0
T102727,CUST4592,18-01-2023 19:28,20.73,Entertainment,NetBanking,POS,Chennai,0,137,84.53,1841,No,0
T102728,CUST6232,11-05-2023 12:04,22.65,Grocery,Credit Card,Desktop,Delhi,0,115,188.72,1903,No,0
T102729,CUST4048,06-01-2024 05:34,52.94,Food,PayPal,Mobile,Pune,0,33,409.89,477,No,0
T102730,CUST5838,10-11-2023 06:19,110.09,Fashion,Credit Card,Mobile,Mumbai,0,49,99.38,1279,No,0
T102731,CUST2922,13-04-2023 19:20,51.37,Fashion,PayPal,Mobile,Pune,0,196,367.63,1796,No,0
T102732,CUST7940,11-06-2023 16:21,4.77,Travel,PayPal,Mobile,Mumbai,0,4,329.28,1154,No,0
T102733,CUST5940,03-07-2023 18:30,253.21,Entertainment,NetBanking,Desktop,Kolkata,0,123,38.08,768,No,0
T102734,CUST6829,26-11-2023 13:27,228.79,Entertainment,UPI,Mobile,Chennai,0,176,20.99,323,No,0
T102735,CUST5992,01-03-2023 16:35,123.04,Utilities,Debit Card,Mobile,Delhi,0,16,182.74,1603,No,0
T102736,CUST1386,19-08-2023 06:29,379.81,Entertainment,Debit Card,Mobile,Delhi,0,175,349.16,94,No,0
T102737,CUST6131,10-08-2023 19:13,62.91,Electronics,Debit Card,Desktop,Delhi,0,26,171.9,528,No,0
T102738,CUST3825,08-10-2023 06:08,263.25,Fashion,UPI,Desktop,Bengaluru,0,70,337.19,105,No,0
T102739,CUST2774,11-04-2023 01:29,6.29,Food,Credit Card,Mobile,Chennai,0,37,336.07,930,No,1
T102740,CUST7114,12-03-2023 02:00,36.42,Fashion,Debit Card,Desktop,Mumbai,0,150,405.21,1757,No,0
T102741,CUST7491,10-10-2023 04:15,20.43,Grocery,Credit Card,POS,Delhi,0,7,58.75,664,No,1
T102742,CUST9075,17-04-2023 01:34,17.44,Electronics,UPI,Mobile,Chennai,0,170,292.79,1178,No,0
T102743,CUST8323,20-10-2023 21:25,12.14,Entertainment,UPI,Desktop,Pune,1,30,40.62,56,Yes,1
T102744,CUST5392,11-09-2023 01:59,77.92,Utilities,NetBanking,Mobile,Mumbai,0,74,96.21,1668,No,0
T102745,CUST2490,19-04-2023 04:13,121.61,Utilities,Debit Card,Mobile,Kolkata,1,121,169.5,1329,No,1
T102746,CUST4059,26-09-2023 21:42,69.08,Utilities,NetBanking,Desktop,Bengaluru,0,6,356.62,1625,No,0
T102747,CUST6718,31-12-2023 07:45,12.72,Health,Debit Card,POS,Hyderabad,0,24,487.2,709,No,0
