Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent,Hour,Day
T102485,CUST6293,2023-01-28 13:03:00,317.01,6,2,0,2,0,127,176.62,750,0,0,13,Saturday
T102486,CUST3476,2024-01-01 12:01:00,52.84,3,2,1,2,0,158,402.76,1838,0,0,12,Monday
T102487,CUST5337,2023-04-14 17:02:00,159.34,0,3,0,6,0,23,106.48,1414,0,0,17,Friday
T102488,CUST8974,2023-09-13 03:02:00,71.08,7,4,1,2,0,38,45.04,1703,0,0,3,Wednesday
T102489,CUST7347,2023-12-02 21:45:00,37.64,6,2,2,5,0,157,32.4,439,0,0,21,Saturday
T102490,CUST2146,2023-10-11 17:16:00,26.93,3,0,2,0,0,77,28.95,675,0,0,17,Wednesday
T102491,CUST1425,2023-01-04 06:57:00,18.17,0,1,2,1,0,32,249.56,1902,0,0,6,Wednesday
T102492,CUST7393,2023-08-07 22:41:00,114.77,7,4,1,4,0,112,135.1,1581,0,0,22,Monday
T102493,CUST5329,2023-03-01 06:37:00,39.09,4,2,1,6,1,190,348.28,1668,1,1,6,Wednesday
T102494,CUST9691,2023-12-28 10:20:00,57.28,3,2,0,6,0,106,330.41,1296,0,0,10,Thursday
T102495,CUST3254,2023-11-04 13:03:00,54.23,0,4,0,2,0,91,275.59,1143,0,0,13,Saturday
T102496,CUST2609,2023-08-05 14:46:00,68.88,2,1,0,2,0,98,182.89,1569,0,0,14,Saturday
T102497,CUST8719,2023-02-23 08:49:00,160.54,5,3,0,1,0,45,426.72,91,0,0,8,Thursday
T102498,CUST7015,2023-03-01 14:26:00,315.98,2,0,1,0,0,49,357.75,1265,0,0,14,Wednesday
T102499,CUST9304,2023-06-14 16:11:00,41.88,0,2,1,0,0,161,143.05,277,0,0,16,Wednesday
T102500,CUST6473,2023-02-02 15:22:00,140.6,6,1,0,6,0,4,255.83,1757,0,0,15,Thursday
T102501,CUST5363,2023-04-23 09:06:00,115.69,1,0,1,1,0,146,86.57,526,0,0,9,Sunday
T102502,CUST6446,2023-07-13 06:12:00,68.18,1,4,1,6,0,198,171.1,85,0,0,6,Thursday
T102503,CUST1542,2024-02-12 12:56:00,249.97,1,2,1,4,0,64,498.6,488,0,0,12,Monday
T102504,CUST6050,2023-10-08 19:58:00,17.9,7,3,1,3,0,156,119.68,948,0,0,19,Sunday
T102505,CUST7322,2023-01-28 06:12:00,9.26,6,4,0,0,0,108,352.17,1342,0,0,6,Saturday
T102506,CUST6478,2023-11-18 19:57:00,153.91,7,2,0,1,0,121,126.83,1596,0,0,19,Saturday
T102507,CUST8546,2023-07-17 04:32:00,46.26,3,1,1,4,0,186,469.69,1956,0,0,4,Monday
T102508,CUST9323,2023-05-02 07:30:00,150.17,1,0,2,1,0,90,161.97,1523,1,0,7,Tuesday
T102509,CUST6693,2023-05-12 08:17:00,178.86,2,0,0,6,0,56,179.88,1442,0,0,8,Friday
T102510,CUST7545,2023-05-21 07:56:00,5.16,6,2,0,2,0,20,300.99,1474,0,0,7,Sunday
T102511,CUST1257,2023-09-25 07:02:00,171.96,6,4,2,1,0,77,298.17,1566,0,0,7,Monday
T102512,CUST7934,2023-09-16 13:11:00,47.58,1,3,0,6,0,162,293.75,1763,0,0,13,Saturday
T102513,CUST9371,2023-10-12 15:28:00,57.14,2,1,2,5,1,87,290.89,586,0,1,15,Thursday
T102514,CUST5109,2023-04-26 04:14:00,78.81,4,2,2,2,0,138,162.97,1612,0,0,4,Wednesday
T102515,CUST5795,2023-04-13 05:43:00,208.71,6,1,1,2,0,115,222.86,993,0,0,5,Thursday
T102516,CUST9982,2024-01-12 14:19:00,1.54,1,0,0,0,0,94,300.78,1787,0,0,14,Friday
T102517,CUST1353,2023-10-05 07:40:00,51.83,5,3,2,3,0,150,338.92,1851,0,0,7,Thursday
T102518,CUST2049,2024-01-05 10:49:00,93.11,0,1,1,0,0,133,134.03,1134,0,0,10,Friday
T102519,CUST1125,2023-07-29 03:54:00,102.61,7,2,0,5,0,172,353.72,473,0,1,3,Saturday
T102520,CUST9799,2023-02-14 21:27:00,94.35,3,3,1,6,0,114,462.41,821,0,0,21,Tuesday
T102521,CUST8704,2023-07-29 14:17:00,11.55,6,4,1,2,0,9,381.38,1340,0,0,14,Saturday
T102522,CUST1541,2023-04-22 00:51:00,28.46,5,2,2,2,0,43,51.27,1337,0,1,0,Saturday
T102523,CUST4822,2023-10-09 08:44:00,35.54,5,1,0,4,1,4,239.87,1994,0,1,8,Monday
T102524,CUST1584,2023-05-24 01:38:00,130.55,6,3,1,1,0,170,223.28,520,0,0,1,Wednesday
T102525,CUST2076,2023-08-30 10:15:00,26.14,4,2,2,3,0,65,174.89,1441,0,0,10,Wednesday
T102526,CUST8205,2023-02-24 03:35:00,18.93,0,3,2,3,0,98,250.75,1754,0,0,3,Friday
T102527,CUST2518,2023-09-24 14:08:00,252.56,3,3,1,1,0,169,225.42,1604,0,0,14,Sunday
T102528,CUST1404,2023-02-19 20:29:00,0.71,6,3,1,5,0,192,13.02,624,0,0,20,Sunday
T102529,CUST5751,2023-03-22 19:07:00,490.31,7,1,2,3,0,55,125.91,437,0,0,19,Wednesday
T102530,CUST1719,2023-07-20 22:58:00,90.36,3,2,1,2,0,146,114.75,356,0,0,22,Thursday
T102531,CUST4491,2023-11-07 00:06:00,141.04,2,0,1,5,0,144,181.14,971,0,1,0,Tuesday
T102532,CUST1096,2023-02-20 00:42:00,27.92,5,0,0,0,0,87,95.48,978,0,0,0,Monday
T102533,CUST1626,2023-04-04 13:41:00,1.15,5,1,2,0,0,174,43.22,1229,0,0,13,Tuesday
T102534,CUST1835,2023-04-08 17:19:00,107.11,6,1,1,5,0,164,106.34,1574,0,0,17,Saturday
T102535,CUST5639,2024-01-16 15:27:00,143.73,6,3,2,2,0,90,428.55,1843,0,0,15,Tuesday
T102536,CUST4194,2023-08-20 18:38:00,107.91,7,2,0,4,1,194,400.55,412,0,0,18,Sunday
T102537,CUST2920,2024-02-13 04:06:00,12.33,2,2,2,0,0,44,226.63,1043,0,0,4,Tuesday
T102538,CUST6034,2023-02-12 00:34:00,112.01,4,4,2,6,0,5,440.13,1311,0,0,0,Sunday
T102539,CUST7400,2023-01-11 21:03:00,117.2,6,4,2,2,0,29,124.01,376,0,0,21,Wednesday
T102540,CUST3819,2023-11-07 08:20:00,85.96,5,0,0,1,0,126,296.26,301,0,0,8,Tuesday
T102541,CUST4061,2023-06-17 18:12:00,116.23,3,4,0,3,0,4,80.03,1314,0,0,18,Saturday
T102542,CUST3894,2024-01-08 11:22:00,149.62,0,4,2,4,0,99,418.37,425,0,0,11,Monday
T102543,CUST8780,2023-08-18 02:02:00,76.07,1,0,2,4,0,49,73.98,1745,0,0,2,Friday
T102544,CUST1019,2024-01-03 09:27:00,7.42,3,0,0,5,0,85,25.61,183,0,0,9,Wednesday
T102545,CUST2482,2023-01-15 18:42:00,53.5,4,4,1,3,0,136,143.99,1580,1,0,18,Sunday
T102546,CUST6368,2023-04-07 00:53:00,6.47,0,2,0,1,0,122,451.46,1120,0,0,0,Friday
T102547,CUST1947,2023-02-27 02:26:00,41.88,3,4,2,0,0,180,73.43,870,0,0,2,Monday
T102548,CUST7111,2023-05-12 09:40:00,41.82,3,3,1,4,0,116,172.03,1752,1,0,9,Friday
T102549,CUST1960,2023-03-22 02:43:00,5.46,2,3,1,6,0,197,165.04,377,0,0,2,Wednesday
T102550,CUST7998,2023-03-22 07:41:00,34.32,1,3,1,2,0,149,402.81,1988,0,0,7,Wednesday
T102551,CUST4163,2023-07-13 12:32:00,9.41,7,1,0,4,1,155,216.55,1116,0,0,12,Thursday
T102552,CUST8439,2023-03-08 12:35:00,132.12,4,3,0,4,0,166,309.67,385,0,0,12,Wednesday
T102553,CUST3614,2023-11-02 06:48:00,236.04,5,2,0,2,0,133,208.15,1334,0,0,6,Thursday
T102554,CUST7806,2023-06-27 00:58:00,6.01,2,1,0,1,0,85,280.21,1094,0,0,0,Tuesday
T102555,CUST9681,2023-08-24 11:59:00,248.29,0,1,2,5,0,61,40.6,1593,1,1,11,Thursday
T102556,CUST3623,2023-08-28 17:39:00,59.15,1,3,1,4,0,136,193.27,396,0,0,17,Monday
T102557,CUST7060,2023-02-23 23:58:00,28.48,5,4,2,4,1,86,429.0,1044,0,1,23,Thursday
T102558,CUST5379,2023-05-07 09:57:00,6.4,2,0,0,3,0,18,348.62,306,0,0,9,Sunday
T102559,CUST3647,2024-01-23 05:32:00,55.55,1,4,0,6,0,132,491.1,250,0,0,5,Tuesday
T102560,CUST2708,2024-01-05 17:47:00,126.59,7,4,2,0,0,4,396.08,1782,0,0,17,Friday
T102561,CUST9105,2023-07-03 20:30:00,98.23,4,1,1,5,0,165,231.24,1787,0,0,20,Monday
T102562,CUST9987,2023-09-11 15:46:00,4.12,6,1,1,6,0,127,341.38,90,0,0,15,Monday
T102563,CUST4728,2023-07-10 19:46:00,6.06,7,1,0,6,0,143,390.2,1156,0,0,19,Monday
T102564,CUST9257,2023-03-19 05:11:00,41.25,6,2,0,1,0,166,142.14,1238,0,0,5,Sunday
T102565,CUST9806,2023-06-19 09:13:00,28.0,0,2,0,1,0,155,39.41,1960,0,0,9,Monday
T102566,CUST7964,2023-07-30 14:04:00,21.16,6,0,0,2,0,48,208.87,1200,0,0,14,Sunday
T102567,CUST5759,2023-03-17 14:00:00,26.39,2,1,1,0,1,46,80.89,104,0,1,14,Friday
T102568,CUST8376,2023-05-24 13:05:00,130.16,0,3,2,5,0,46,145.85,502,0,0,13,Wednesday
T102569,CUST8739,2023-05-11 15:31:00,211.86,5,1,1,2,0,48,473.95,1054,0,0,15,Thursday
T102570,CUST2076,2024-01-16 15:25:00,41.55,7,2,2,4,0,187,425.07,445,0,0,15,Tuesday
T102571,CUST2108,2023-10-27 09:03:00,189.25,7,1,0,0,0,120,300.31,1522,0,0,9,Friday
T102572,CUST6454,2023-03-10 08:41:00,31.03,4,2,0,3,0,132,206.62,1418,0,0,8,Friday
T102573,CUST7930,2023-09-26 11:10:00,51.77,0,1,2,3,0,19,139.52,1898,0,0,11,Tuesday
T102574,CUST8883,2023-03-18 22:34:00,20.5,5,3,0,2,0,185,290.01,1727,0,0,22,Saturday
T102575,CUST8006,2023-02-06 17:22:00,81.84,7,0,1,5,0,19,271.25,46,0,0,17,Monday
T102576,CUST5258,2023-12-13 02:56:00,308.99,0,3,0,0,0,42,392.58,1563,0,0,2,Wednesday
T102577,CUST1201,2023-12-19 07:12:00,74.0,3,2,0,3,0,92,464.73,1808,0,0,7,Tuesday
T102578,CUST1159,2023-01-19 11:11:00,35.43,3,4,0,3,0,5,171.18,1492,0,0,11,Thursday
T102579,CUST5383,2023-06-10 08:53:00,83.49,0,3,0,5,0,48,111.09,1932,0,0,8,Saturday
T102580,CUST9147,2023-10-02 08:26:00,10.49,7,1,1,2,0,153,207.37,1584,0,0,8,Monday
T102581,CUST8645,2023-01-21 02:43:00,175.61,1,0,2,1,0,195,224.4,1895,0,0,2,Saturday
T102582,CUST8266,2023-04-08 07:09:00,55.95,6,1,0,4,0,26,29.54,1991,0,0,7,Saturday
T102583,CUST3752,2023-09-17 21:02:00,47.73,3,1,0,6,0,74,432.23,1112,0,0,21,Sunday
T102584,CUST8952,2023-07-20 12:59:00,70.53,1,3,1,4,0,190,497.84,1766,0,0,12,Thursday
T102585,CUST4829,2024-01-24 12:03:00,78.42,1,0,1,0,0,109,462.37,1168,0,0,12,Wednesday
T102586,CUST4507,2023-10-16 16:45:00,5.96,4,4,1,3,0,135,431.73,232,0,0,16,Monday
T102587,CUST6051,2023-07-25 02:16:00,91.81,5,1,0,6,0,172,496.37,1859,0,0,2,Tuesday
T102588,CUST4069,2023-04-19 23:54:00,22.16,2,0,2,6,0,87,454.83,1596,0,0,23,Wednesday
T102589,CUST9032,2024-01-08 09:04:00,100.13,3,4,1,1,0,155,347.3,1247,0,0,9,Monday
T102590,CUST2641,2023-09-13 20:16:00,138.32,0,1,1,6,0,170,91.71,501,0,0,20,Wednesday
T102591,CUST9460,2023-08-04 08:19:00,130.35,6,0,1,5,0,73,86.61,1159,0,0,8,Friday
T102592,CUST5677,2023-08-30 18:04:00,64.33,2,3,2,2,0,56,33.9,908,0,0,18,Wednesday
T102593,CUST6356,2023-01-29 18:51:00,58.75,5,1,0,0,0,131,211.8,994,0,0,18,Sunday
T102594,CUST8960,2023-11-23 12:01:00,12.33,1,1,0,5,0,126,406.32,847,0,0,12,Thursday
T102595,CUST5147,2023-05-13 10:57:00,119.46,5,0,0,2,0,141,250.25,1179,1,1,10,Saturday
T102596,CUST8984,2024-01-06 16:35:00,25.33,7,1,1,5,0,198,189.5,443,0,0,16,Saturday
T102597,CUST7694,2023-06-10 19:57:00,54.92,3,4,0,3,0,59,63.53,1668,0,0,19,Saturday
T102598,CUST5665,2023-09-10 23:00:00,26.76,5,1,1,3,0,38,35.36,1728,0,0,23,Sunday
T102599,CUST8392,2023-02-19 14:04:00,11.49,5,2,2,1,0,85,205.6,1563,0,0,14,Sunday
T102600,CUST3613,2023-09-24 17:19:00,79.44,6,4,2,5,0,83,58.96,530,0,0,17,Sunday
T102601,CUST4250,2023-01-23 07:40:00,4.47,7,0,0,4,0,196,60.74,1880,0,0,7,Monday
T102602,CUST3235,2024-01-15 08:36:00,110.47,7,4,1,6,0,86,203.72,150,0,0,8,Monday
T102603,CUST9884,2023-05-27 07:32:00,30.57,1,2,1,3,0,197,256.39,1805,0,0,7,Saturday
T102604,CUST3818,2023-03-25 10:57:00,0.01,6,2,0,2,0,1,101.47,1966,1,0,10,Saturday
T102605,CUST2384,2023-12-30 19:21:00,57.25,6,1,2,1,0,178,345.47,636,0,0,19,Saturday
T102606,CUST1939,2023-12-26 17:00:00,3.84,0,1,2,6,0,137,215.16,1261,0,0,17,Tuesday
T102607,CUST8401,2024-01-22 02:05:00,25.86,5,3,2,0,1,128,55.04,1714,0,1,2,Monday
T102608,CUST7687,2023-01-21 12:04:00,98.2,5,4,2,5,0,53,322.15,379,0,0,12,Saturday
T102609,CUST6871,2024-01-18 00:06:00,5.18,7,3,2,4,0,88,184.9,849,0,0,0,Thursday
T102610,CUST9868,2023-03-25 16:15:00,146.28,5,2,0,3,0,138,35.64,1246,0,0,16,Saturday
T102611,CUST1029,2023-12-31 19:10:00,0.31,4,1,0,4,0,84,474.51,683,0,0,19,Sunday
T102612,CUST7792,2023-03-30 05:50:00,22.68,6,1,0,6,0,77,289.89,813,0,0,5,Thursday
T102613,CUST1028,2023-11-13 17:41:00,108.04,2,1,2,2,1,29,244.08,1876,0,0,17,Monday
T102614,CUST1209,2023-09-07 15:45:00,30.42,7,0,2,5,0,36,430.98,1446,0,0,15,Thursday
T102615,CUST4157,2023-02-17 09:43:00,8.6,3,2,0,4,0,27,469.0,526,0,0,9,Friday
T102616,CUST1233,2023-04-01 13:59:00,35.73,7,1,0,2,0,146,117.96,421,0,0,13,Saturday
T102617,CUST7398,2023-02-16 17:44:00,25.22,1,2,2,1,0,18,406.97,1766,0,0,17,Thursday
T102618,CUST3419,2023-10-16 22:12:00,147.97,2,1,1,3,0,118,417.23,1727,0,0,22,Monday
T102619,CUST3350,2023-12-29 11:35:00,30.07,1,4,0,3,0,137,36.66,1162,0,0,11,Friday
T102620,CUST2503,2024-01-28 09:02:00,124.45,0,2,2,1,0,67,358.85,958,0,0,9,Sunday
T102621,CUST2772,2024-02-15 07:50:00,177.96,0,3,2,2,0,135,40.85,499,0,0,7,Thursday
T102622,CUST8819,2023-06-08 08:20:00,45.51,1,0,0,4,0,58,301.39,379,0,0,8,Thursday
T102623,CUST2521,2023-10-13 06:00:00,192.59,5,3,1,5,0,30,337.93,804,0,0,6,Friday
T102624,CUST9708,2023-12-17 13:58:00,37.9,2,2,2,2,0,73,189.86,1775,0,0,13,Sunday
T102625,CUST7829,2023-11-23 19:59:00,266.11,5,1,0,5,0,123,441.59,178,0,0,19,Thursday
T102626,CUST5000,2024-01-05 12:37:00,7.48,7,2,2,6,0,189,402.25,285,0,0,12,Friday
T102627,CUST4904,2024-02-04 06:02:00,92.93,4,0,2,1,0,82,463.72,1442,0,0,6,Sunday
T102628,CUST7283,2023-02-10 22:15:00,54.47,0,2,2,0,0,17,164.3,1252,1,0,22,Friday
T102629,CUST5672,2023-05-18 03:54:00,39.24,0,1,2,5,0,181,20.55,1961,0,0,3,Thursday
T102630,CUST5075,2023-09-02 08:57:00,80.13,2,3,1,3,0,134,407.62,1496,0,0,8,Saturday
T102631,CUST8450,2023-10-18 00:58:00,97.35,0,4,0,6,0,39,119.26,1902,0,0,0,Wednesday
T102632,CUST7883,2023-01-18 23:06:00,0.35,4,3,0,3,0,153,238.91,1239,0,0,23,Wednesday
T102633,CUST1686,2023-06-16 09:08:00,14.61,4,1,0,6,1,170,410.49,373,0,0,9,Friday
T102634,CUST2029,2023-03-16 08:54:00,99.87,4,1,0,3,1,170,115.91,706,0,0,8,Thursday
T102635,CUST5511,2023-12-21 18:14:00,87.82,3,0,0,2,0,59,162.84,137,0,0,18,Thursday
T102636,CUST7723,2023-02-07 13:42:00,270.62,4,2,1,4,0,102,225.15,624,0,0,13,Tuesday
T102637,CUST7322,2023-01-31 14:56:00,114.52,4,2,2,2,0,38,143.19,1866,0,0,14,Tuesday
T102638,CUST2300,2023-11-06 02:33:00,240.9,3,3,2,2,0,159,236.05,1133,0,1,2,Monday
T102639,CUST5952,2023-07-17 13:52:00,97.0,5,4,0,4,0,157,14.7,1306,0,0,13,Monday
T102640,CUST2511,2023-07-14 10:20:00,28.31,7,4,2,6,0,104,113.97,54,0,0,10,Friday
T102641,CUST9174,2023-08-04 05:13:00,8.91,6,0,2,6,0,9,417.95,312,0,0,5,Friday
T102642,CUST6986,2023-11-19 14:51:00,121.8,0,1,2,4,1,1,212.61,1616,0,0,14,Sunday
T102643,CUST2725,2023-10-08 07:44:00,82.66,4,0,0,3,0,102,321.84,916,0,0,7,Sunday
T102644,CUST5315,2023-07-03 00:39:00,3.95,0,2,0,5,0,87,123.82,967,0,1,0,Monday
T102645,CUST9708,2023-09-17 02:50:00,35.71,2,1,1,6,0,123,328.44,649,0,0,2,Sunday
T102646,CUST6493,2023-11-07 10:24:00,251.35,0,0,0,3,0,47,499.99,267,0,0,10,Tuesday
T102647,CUST5635,2023-08-01 00:34:00,55.52,1,3,1,5,0,76,301.69,967,0,0,0,Tuesday
T102648,CUST6069,2023-03-06 07:20:00,45.35,5,2,0,4,1,10,317.9,345,0,0,7,Monday
T102649,CUST2540,2023-06-26 03:21:00,48.95,7,4,2,2,0,144,64.64,869,0,0,3,Monday
T102650,CUST4460,2023-10-05 11:46:00,18.74,3,0,1,6,0,175,207.66,492,0,0,11,Thursday
T102651,CUST3937,2023-12-20 23:30:00,36.8,0,2,1,0,0,43,431.76,1751,0,0,23,Wednesday
T102652,CUST5481,2023-05-03 15:13:00,36.94,0,2,1,2,0,152,418.79,621,0,0,15,Wednesday
T102653,CUST8399,2023-04-23 18:19:00,4.3,0,4,0,1,0,136,265.98,869,0,0,18,Sunday
T102654,CUST2985,2023-05-25 03:26:00,116.73,6,4,1,5,1,75,452.69,1025,0,1,3,Thursday
T102655,CUST2293,2024-01-13 00:49:00,43.1,6,4,0,0,0,105,80.04,1661,0,0,0,Saturday
T102656,CUST2699,2023-04-05 06:39:00,138.16,2,0,1,2,0,26,332.51,1435,1,0,6,Wednesday
T102657,CUST8745,2023-06-15 03:10:00,151.96,3,4,0,6,1,7,131.95,1518,0,0,3,Thursday
T102658,CUST5631,2023-10-25 09:03:00,19.06,0,3,1,0,0,79,326.33,179,0,0,9,Wednesday
T102659,CUST6814,2023-08-25 05:00:00,85.68,0,2,2,3,0,15,52.83,381,0,0,5,Friday
T102660,CUST4969,2023-06-30 06:55:00,51.14,0,4,2,5,1,176,472.37,471,0,0,6,Friday
T102661,CUST5724,2023-08-31 14:02:00,169.73,0,2,1,1,0,131,395.3,424,0,0,14,Thursday
T102662,CUST9790,2023-06-18 01:15:00,19.44,6,1,0,3,0,144,108.47,1418,0,0,1,Sunday
T102663,CUST1571,2023-12-23 11:33:00,90.61,5,1,0,0,0,89,322.27,35,0,0,11,Saturday
T102664,CUST9586,2023-08-31 04:32:00,74.87,5,4,0,2,0,97,381.98,563,0,0,4,Thursday
T102665,CUST3155,2023-08-05 22:47:00,28.0,2,2,2,5,0,142,112.63,249,0,0,22,Saturday
T102666,CUST4215,2023-05-15 15:43:00,11.75,1,1,2,6,0,3,55.73,900,0,0,15,Monday
T102667,CUST6813,2023-06-08 22:55:00,84.36,4,4,2,1,0,73,182.37,41,0,0,22,Thursday
T102668,CUST2694,2024-01-02 06:23:00,107.34,3,2,0,2,0,198,76.52,824,0,0,6,Tuesday
T102669,CUST9505,2023-09-14 21:22:00,30.34,5,4,0,1,0,31,287.2,1438,0,0,21,Thursday
T102670,CUST9889,2023-11-11 12:55:00,82.81,1,2,0,6,0,119,217.82,733,0,0,12,Saturday
T102671,CUST6347,2023-12-29 15:46:00,40.22,7,1,1,4,0,75,236.59,487,0,0,15,Friday
T102672,CUST4978,2023-06-07 18:31:00,99.92,7,4,1,5,0,17,276.0,254,0,0,18,Wednesday
T102673,CUST3207,2023-07-29 05:27:00,17.77,0,1,1,0,0,177,491.21,365,0,1,5,Saturday
T102674,CUST6368,2023-01-12 13:44:00,176.74,7,4,2,1,0,3,398.39,196,0,0,13,Thursday
T102675,CUST2526,2023-01-19 16:13:00,27.11,5,0,2,5,0,123,318.44,1369,0,0,16,Thursday
T102676,CUST9792,2023-04-13 21:52:00,36.68,2,1,0,1,0,55,188.22,1169,0,0,21,Thursday
T102677,CUST7730,2023-04-08 12:14:00,4.79,4,1,1,2,0,111,23.26,1891,0,0,12,Saturday
T102678,CUST2842,2023-09-19 06:51:00,9.46,5,3,0,1,0,100,67.1,1974,0,0,6,Tuesday
T102679,CUST4456,2023-11-11 02:09:00,58.03,2,1,1,4,0,40,368.12,527,0,0,2,Saturday
T102680,CUST3042,2023-02-10 21:41:00,24.91,7,2,1,2,1,122,190.91,177,0,1,21,Friday
T102681,CUST9237,2023-09-02 20:25:00,144.38,6,4,0,2,0,194,173.87,65,0,0,20,Saturday
T102682,CUST5535,2023-01-02 22:53:00,1.18,4,0,0,5,1,40,445.6,1460,0,0,22,Monday
T102683,CUST5928,2023-11-10 22:54:00,38.13,2,2,1,3,0,30,247.41,1438,0,0,22,Friday
T102684,CUST6288,2023-02-26 09:57:00,32.92,1,2,1,6,0,25,450.79,1810,1,1,9,Sunday
T102685,CUST2261,2023-05-02 06:18:00,1.56,5,2,2,1,0,7,444.45,1019,0,0,6,Tuesday
T102686,CUST8373,2023-08-05 13:59:00,10.62,6,2,0,0,0,92,49.29,1464,0,0,13,Saturday
T102687,CUST6640,2023-06-03 13:35:00,42.71,1,0,0,2,0,105,473.23,337,0,0,13,Saturday
T102688,CUST6543,2023-01-01 18:05:00,54.32,2,3,0,3,0,178,47.71,671,0,0,18,Sunday
T102689,CUST9285,2023-08-31 01:45:00,41.44,2,1,0,2,0,123,482.12,269,0,0,1,Thursday
T102690,CUST1518,2023-12-20 01:33:00,60.56,7,2,1,3,0,81,231.78,946,1,0,1,Wednesday
T102691,CUST2152,2023-08-20 06:59:00,72.34,1,1,2,3,0,96,382.82,934,0,0,6,Sunday
T102692,CUST1642,2023-07-10 02:43:00,0.8,5,1,0,0,0,1,356.01,1420,0,0,2,Monday
T102693,CUST9611,2023-09-29 07:42:00,49.9,4,2,1,3,0,91,264.06,885,0,0,7,Friday
T102694,CUST6880,2023-10-26 16:42:00,264.83,6,3,1,0,0,172,313.53,333,0,0,16,Thursday
T102695,CUST6537,2023-07-11 14:06:00,58.56,7,1,1,5,0,177,475.46,646,0,0,14,Tuesday
T102696,CUST9835,2023-07-13 23:20:00,90.54,0,4,1,2,1,7,464.4,1220,0,1,23,Thursday
T102697,CUST9322,2023-10-13 09:56:00,29.9,3,1,1,0,0,120,330.62,583,0,0,9,Friday
T102698,CUST1198,2023-07-31 14:26:00,118.97,4,2,0,6,0,131,332.28,795,0,0,14,Monday
T102699,CUST9996,2023-05-10 15:40:00,118.6,7,0,0,4,0,94,131.0,1915,0,0,15,Wednesday
T102700,CUST9847,2024-01-31 12:19:00,58.93,6,1,2,2,0,129,416.03,1354,0,0,12,Wednesday
T102701,CUST3034,2024-01-23 11:09:00,298.42,1,3,0,4,0,179,319.98,927,0,0,11,Tuesday
T102702,CUST5131,2023-11-07 13:17:00,10.73,2,4,1,6,0,98,414.86,1001,0,0,13,Tuesday
T102703,CUST7461,2023-11-25 06:50:00,1.37,1,4,2,1,0,166,332.35,1258,0,0,6,Saturday
T102704,CUST2535,2023-04-18 06:17:00,117.63,7,0,1,6,0,43,156.67,224,0,0,6,Tuesday
T102705,CUST8499,2023-08-07 13:30:00,131.67,6,0,1,5,0,183,102.85,1224,0,0,13,Monday
T102706,CUST7196,2023-05-23 01:00:00,10.25,1,1,0,1,0,185,47.71,1815,0,0,1,Tuesday
T102707,CUST1358,2023-12-15 13:57:00,24.69,1,2,1,1,0,53,297.14,1669,0,0,13,Friday
T102708,CUST6178,2023-12-31 17:22:00,1.42,3,3,0,3,0,161,149.19,1928,0,0,17,Sunday
T102709,CUST4034,2023-06-01 12:53:00,27.77,5,4,1,6,0,190,318.95,1455,0,0,12,Thursday
T102710,CUST4029,2023-07-07 09:47:00,118.67,7,0,2,3,0,102,38.74,1092,0,0,9,Friday
T102711,CUST4750,2023-03-17 15:13:00,58.38,3,3,1,6,1,139,194.07,1801,0,0,15,Friday
T102712,CUST4333,2023-01-03 01:03:00,34.23,7,2,0,1,0,180,137.67,675,0,1,1,Tuesday
T102713,CUST6553,2023-12-27 13:19:00,37.18,0,4,1,3,0,1,191.46,281,0,0,13,Wednesday
T102714,CUST9869,2023-06-14 14:27:00,0.11,0,4,0,4,0,14,36.6,1735,0,0,14,Wednesday
T102715,CUST1410,2023-11-29 15:06:00,28.51,3,2,0,2,0,122,364.85,1336,0,0,15,Wednesday
T102716,CUST4585,2023-05-09 15:21:00,83.18,4,4,2,6,0,21,67.18,236,0,0,15,Tuesday
T102717,CUST2805,2023-09-05 10:05:00,292.57,4,2,0,6,0,34,17.06,529,0,0,10,Tuesday
T102718,CUST2872,2023-10-01 08:59:00,150.22,1,4,2,3,1,105,473.68,1196,0,1,8,Sunday
T102719,CUST7491,2023-12-31 18:15:00,1.91,1,1,2,6,0,14,104.51,48,0,0,18,Sunday
T102720,CUST6804,2023-10-04 20:17:00,183.06,2,2,1,1,0,168,415.75,1755,0,0,20,Wednesday
T102721,CUST5593,2023-10-21 11:30:00,122.3,0,3,2,3,0,122,482.59,1629,0,0,11,Saturday
T102722,CUST5137,2023-11-10 18:42:00,121.27,7,1,0,3,0,163,271.72,1795,0,0,18,Friday
T102723,CUST4919,2023-09-05 21:06:00,49.0,2,3,0,0,0,170,267.8,848,0,0,21,Tuesday
T102724,CUST9036,2023-05-14 12:24:00,40.6,0,4,2,4,0,82,190.03,716,0,0,12,Sunday
T102725,CUST4337,2023-11-14 22:31:00,28.87,3,3,1,4,0,148,218.54,1878,0,0,22,Tuesday
T102726,CUST7569,2023-01-12 12:07:00,5.44,4,1,2,0,0,60,246.22,49,0,0,12,Thursday
T102727,CUST4592,2023-01-18 19:28:00,20.73,1,2,2,1,0,137,84.53,1841,0,0,19,Wednesday
T102728,CUST6232,2023-05-11 12:04:00,22.65,4,0,0,2,0,115,188.72,1903,0,0,12,Thursday
T102729,CUST4048,2024-01-06 05:34:00,52.94,3,3,1,6,0,33,409.89,477,0,0,5,Saturday
